customer_id,account_age_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,average_transaction_value,median_transaction_value,total_spend,days_since_last_success,previous_recovery_attempts,previous_recoveries,customer_segment
C101358,498,21,21,0,0.9847,2778.14,2284.17,67007.5,40,0,0,regular
C101359,49,4,3,1,0.8668,1436.48,1386.62,4487.22,12,0,0,new
C101360,1016,17,14,3,0.8286,3770.97,3262.32,49754.33,85,2,2,regular
C101361,1049,27,24,3,0.9014,9058.65,8548.03,236564.03,33,0,0,regular
C101362,657,37,33,4,0.8831,2337.96,2383.88,69069.37,93,1,0,regular
C101363,28,3,2,1,0.7782,4498.36,4005.17,10172.91,66,1,0,new
C101364,1044,39,32,7,0.8227,5126.55,4654.48,156192.47,53,0,0,regular
C101365,257,31,27,4,0.8616,5522.1,5599.84,157373.67,25,1,1,regular
C101366,911,34,30,4,0.8715,4914.36,4713.53,152972.94,35,1,1,regular
C101367,21,3,2,1,0.6821,10576.39,8749.02,18588.27,40,0,0,new
C101368,9,3,2,1,0.7917,1794.91,1746.5,3828.48,83,1,1,new
C101369,539,39,37,2,0.9408,4110.83,3715.39,143513.93,49,0,0,regular
C101370,90,1,1,0,0.8608,2813.42,2726.11,2713.13,4,3,3,new
C101371,1099,94,87,7,0.9262,7117.61,6574.2,544278.8,1,2,2,high_value
C101372,924,45,43,2,0.9462,5199.61,4339.39,244382.24,32,2,2,regular
C101373,139,17,15,2,0.9011,5430.2,5296.97,90256.56,61,0,0,regular
C101374,801,73,68,5,0.9329,29685.34,23169.0,1797122.26,39,0,0,high_value
C101375,79,3,2,1,0.7669,5061.46,5026.67,11072.28,119,2,1,new
C101376,1158,17,13,4,0.7702,5308.33,5183.4,77247.82,27,1,1,regular
C101377,937,28,22,6,0.7976,16302.66,16511.88,315328.39,48,0,0,regular
C101378,179,29,27,2,0.933,3086.88,2434.09,95783.19,47,2,2,regular
C101379,1076,12,11,1,0.8941,2209.6,1955.57,20692.94,32,4,4,regular
C101380,347,12,10,2,0.8238,4470.83,3668.73,49300.84,105,0,0,regular
C101381,23,3,2,1,0.7291,4543.39,3951.64,9245.67,30,0,0,new
C101382,157,13,11,2,0.8545,1025.18,888.17,12824.07,1,0,0,regular
C101383,689,88,82,6,0.9315,13031.7,12033.66,1016697.14,61,0,0,high_value
C101384,428,23,23,0,0.9823,12137.79,10741.74,267515.09,76,0,0,high_value
C101385,53,3,2,1,0.6596,3752.88,3796.93,8272.2,54,0,0,new
C101386,678,22,18,4,0.8147,2824.13,2391.09,54047.38,50,1,1,regular
C101387,1035,18,15,3,0.828,4615.74,4064.16,71323.99,103,0,0,regular
C101388,1089,87,77,10,0.8845,12465.77,11819.51,1001441.01,44,0,0,high_value
C101389,61,2,2,0,0.995,3925.58,3322.49,8281.34,76,0,0,new
C101390,1645,31,28,3,0.9058,26054.15,24848.22,630559.11,100,2,2,high_value
C101391,391,17,16,1,0.9148,7601.85,7222.45,107682.92,47,2,2,regular
C101392,28,4,4,0,0.995,368.91,350.81,1334.52,64,0,0,new
C101393,53,3,2,1,0.7285,6279.01,5914.94,11340.34,46,0,0,new
C101394,726,35,29,6,0.8427,12471.84,12174.89,398890.46,73,1,1,regular
C101395,14,3,2,1,0.6667,5238.21,5336.61,10144.88,65,1,1,new
C101396,820,16,14,2,0.8988,3030.77,2404.25,42296.17,102,1,1,regular
C101397,1078,55,52,3,0.9366,16307.78,14665.84,743546.59,30,1,1,high_value
C101398,734,21,20,1,0.9445,2739.34,2671.24,60877.92,19,0,0,regular
C101399,121,20,18,2,0.8845,4889.53,3813.89,75080.73,50,0,0,regular
C101400,454,14,13,1,0.9236,6875.76,6262.7,78210.82,73,0,0,regular
C101401,70,3,3,0,0.9292,3099.69,2908.6,10169.78,34,0,0,new
C101402,1102,32,31,1,0.9688,16394.25,13541.95,451900.29,119,1,1,high_value
C101403,170,16,15,1,0.9232,2134.89,1870.58,34841.57,61,0,0,regular
C101404,75,2,2,0,0.9021,2543.8,2466.13,4859.29,97,0,0,new
C101405,132,41,38,3,0.9293,1779.72,1416.66,73231.05,65,1,1,regular
C101406,1636,76,76,0,0.995,30546.28,24814.82,2008359.87,47,0,0,high_value
C101407,61,3,2,1,0.8254,3518.8,3435.53,6702.45,101,1,1,new
C101408,818,9,9,0,0.9722,4392.11,4278.83,39306.89,18,1,1,regular
C101409,671,28,24,4,0.873,5864.68,5405.46,146060.29,30,1,1,regular
C101410,161,7,7,0,0.9501,7612.69,6698.29,58663.88,91,0,0,regular
C101411,721,49,49,0,0.992,19197.47,15460.81,868564.37,108,1,1,high_value
C101412,980,31,28,3,0.9028,10383.77,10121.53,304604.33,34,0,0,regular
C101413,421,51,45,6,0.8908,26186.62,21944.89,1055292.15,64,2,2,high_value
C101414,26,4,3,1,0.7903,3065.11,3062.55,10009.58,58,1,1,new
C101415,1016,13,12,1,0.9006,3398.83,3283.96,46086.8,87,0,0,regular
C101416,945,39,37,2,0.9465,6635.41,5304.51,212165.88,59,0,0,regular
C101417,125,31,25,6,0.8043,1903.31,1774.87,41585.22,73,1,1,regular
C101418,766,22,20,2,0.8889,10728.05,10738.25,233069.6,80,0,0,regular
C101419,1515,96,94,2,0.9842,30854.36,30576.68,3231145.43,99,2,2,high_value
C101420,678,22,22,0,0.995,12861.7,11925.43,295539.25,16,0,0,regular
C101421,940,44,38,6,0.87,4391.78,3606.84,164944.43,79,1,1,regular
C101422,1074,20,18,2,0.9144,3234.54,3051.0,62921.33,21,0,0,regular
C101423,687,6,6,0,0.9176,6674.81,6273.48,37642.45,1,0,0,regular
C101424,425,9,7,2,0.8146,8351.29,7694.02,67083.3,85,0,0,regular
C101425,1180,17,15,2,0.8784,2931.24,2473.32,48558.8,46,0,0,regular
C101426,88,2,2,0,0.7639,3878.85,3863.61,8658.69,86,1,1,new
C101427,56,2,2,0,0.8151,896.37,807.28,1983.59,112,2,2,new
C101428,790,22,17,5,0.772,5264.09,4481.36,101111.17,15,0,0,regular
C101429,178,48,42,6,0.876,11338.35,9538.43,413993.11,54,0,0,regular
C101430,1581,26,24,2,0.9163,24677.23,20912.58,664856.93,11,1,1,high_value
C101431,286,15,14,1,0.9453,3821.56,3403.72,49466.72,99,0,0,regular
C101432,28,1,1,0,0.7771,4077.49,3406.35,3905.22,119,1,1,new
C101433,36,3,2,1,0.719,2277.95,2059.67,4378.99,104,1,1,new
C101434,315,42,41,1,0.9869,17449.22,14414.55,657991.46,119,0,0,regular
C101435,1246,65,61,4,0.9325,23518.98,19874.21,1408156.41,39,1,1,high_value
C101436,207,46,46,0,0.995,7712.77,6237.47,355375.02,33,0,0,regular
C101437,172,30,27,3,0.9102,7585.18,6567.06,183213.88,102,1,1,regular
C101438,1630,83,80,3,0.962,22264.77,19535.83,1706114.58,78,0,0,high_value
C101439,561,84,83,1,0.9872,18654.52,16358.0,1477789.35,45,0,0,high_value
C101440,898,30,27,3,0.8834,2440.77,2328.43,69354.06,25,0,0,regular
C101441,30,4,3,1,0.85,3167.95,2838.5,9734.18,3,0,0,new
C101442,52,4,4,0,0.8837,3528.31,3338.91,15028.23,4,0,0,new
C101443,75,2,2,0,0.995,1840.6,1450.3,3994.77,83,0,0,new
C101444,9,3,2,1,0.7898,1369.48,1211.69,2876.19,31,1,1,new
C101445,138,5,5,0,0.995,9812.29,7865.05,45252.96,98,0,0,regular
C101446,303,28,26,2,0.9327,9445.15,8414.72,245729.98,101,0,0,high_value
C101447,1073,8,7,1,0.8543,1218.3,1130.16,8442.6,54,0,0,regular
C101448,1196,46,46,0,0.9892,9037.05,8776.94,362583.58,35,0,0,regular
C101449,972,21,19,2,0.9056,9258.31,8444.07,196725.68,20,1,1,regular
C101450,943,17,15,2,0.9062,5248.98,4572.29,69084.26,30,1,1,regular
C101451,1064,48,40,8,0.8331,5693.97,4802.7,260312.81,73,3,2,regular
C101452,937,37,33,4,0.8825,7689.89,7765.14,218118.12,90,0,0,regular
C101453,1048,75,75,0,0.9942,24474.67,20254.96,1962079.82,88,1,1,high_value
C101454,1195,45,37,8,0.832,3749.29,2962.62,129883.26,115,0,0,regular
C101455,23,1,1,0,0.995,1392.61,1128.31,1561.7,78,1,1,new
C101456,530,33,29,4,0.8848,3655.36,3726.27,116310.06,60,0,0,regular
C101457,1093,19,17,2,0.914,5208.06,5194.88,75920.83,42,1,1,regular
C101458,866,54,52,2,0.9554,13902.28,11912.33,619241.15,40,2,2,high_value
C101459,400,37,33,4,0.892,2686.97,2098.32,91414.97,44,0,0,regular
C101460,233,47,41,6,0.8686,2881.43,2778.07,105719.42,105,1,1,regular
C101461,374,48,48,0,0.995,17193.69,14651.24,705008.26,65,1,1,regular
C101462,26,1,1,0,0.8305,2163.24,1698.83,2466.81,26,0,0,new
C101463,1070,21,19,2,0.8986,5618.43,4998.08,111005.18,23,1,1,regular
C101464,215,47,42,5,0.8885,6372.28,5619.06,228360.06,3,0,0,regular
C101465,836,49,44,5,0.8934,4355.97,3775.85,191117.64,101,1,1,regular
C101466,933,10,9,1,0.9147,6732.67,6307.22,54368.64,26,0,0,regular
C101467,1081,33,32,1,0.9652,5481.99,5231.15,191484.37,12,1,0,regular
C101468,915,32,30,2,0.9342,2669.59,2440.55,68763.78,34,1,1,regular
C101469,20,2,1,1,0.6378,1267.09,992.58,1218.02,58,1,1,new
C101470,1177,20,20,0,0.995,17694.82,13897.15,326083.11,115,1,1,high_value
C101471,18,3,2,1,0.79,5877.62,5828.36,13451.08,103,2,2,new
C101472,44,1,1,0,0.6825,3133.73,2584.54,2737.11,20,0,0,new
C101473,758,33,32,1,0.9765,2956.44,2588.47,100846.88,63,0,0,regular
C101474,1158,8,7,1,0.8433,5525.93,4447.52,38426.52,98,0,0,regular
C101475,821,27,27,0,0.995,2583.55,2157.35,76378.98,91,1,1,regular
C101476,133,11,10,1,0.8792,5252.71,4708.98,48024.16,56,0,0,regular
C101477,647,73,73,0,0.9934,18830.83,15752.57,1521172.41,28,0,0,high_value
C101478,251,39,33,6,0.8373,2739.99,2570.6,102636.33,94,0,0,regular
C101479,494,45,38,7,0.8391,2719.4,2360.86,94443.32,53,0,0,regular
C101480,331,32,31,1,0.9684,19395.44,18798.68,554855.55,28,0,0,regular
C101481,82,1,1,0,0.7811,1578.13,1458.93,1797.65,85,0,0,new
C101482,94,24,21,3,0.876,3473.05,2920.67,71492.79,105,0,0,regular
C101483,789,47,44,3,0.9308,3130.29,3048.94,151585.04,106,0,0,regular
C101484,1045,11,10,1,0.9232,5970.18,5992.27,65834.9,112,2,2,regular
C101485,84,4,3,1,0.853,758.28,613.3,2145.74,77,1,1,new
C101486,1388,42,34,8,0.8139,9244.42,8696.4,284021.8,92,1,0,high_value
C101487,1082,31,31,0,0.995,4413.33,4110.53,131335.0,29,2,2,regular
C101488,472,35,31,4,0.8957,4393.37,4132.98,139949.38,38,0,0,regular
C101489,835,8,8,0,0.9417,3503.83,2759.21,28006.13,17,1,1,regular
C101490,81,1,1,0,0.9424,2189.61,1722.68,2345.16,9,0,0,new
C101491,137,12,11,1,0.9088,3559.05,3027.88,39722.84,100,1,1,regular
C101492,63,40,34,6,0.8442,3394.97,2713.45,126008.57,54,2,2,regular
C101493,268,8,7,1,0.8621,3123.83,2711.04,19268.61,66,0,0,regular
C101494,1125,32,31,1,0.9789,5312.05,5255.64,161664.63,10,0,0,regular
C101495,1147,9,9,0,0.9851,17112.59,14803.49,131653.44,22,0,0,regular
C101496,527,39,35,4,0.8975,10005.52,8747.65,310355.83,9,1,1,regular
C101497,1164,48,44,4,0.9257,14428.84,12180.9,602777.78,58,1,1,regular
C101498,116,23,23,0,0.9818,3201.0,2820.67,82491.12,69,0,0,regular
C101499,1162,14,11,3,0.8077,12291.28,11939.79,130343.07,15,0,0,regular
C101500,323,25,22,3,0.8832,5157.45,5051.28,105752.96,85,1,1,regular
C101501,210,51,50,1,0.9847,22687.74,19989.13,1192509.21,12,0,0,high_value
C101502,923,37,34,3,0.928,5922.15,5183.34,213644.0,100,1,1,regular
C101503,495,33,28,5,0.8422,3662.39,3028.13,101972.63,110,0,0,regular
C101504,393,31,28,3,0.917,6929.42,7027.43,181714.02,76,1,1,regular
C101505,926,33,32,1,0.9713,6019.69,5144.66,181176.89,65,2,2,regular
C101506,439,14,11,3,0.7572,1557.63,1343.04,15517.58,87,1,1,regular
C101507,918,14,13,1,0.9206,4177.04,3689.02,52063.04,29,0,0,regular
C101508,282,46,41,5,0.8877,7595.23,6070.89,280412.09,110,1,1,regular
C101509,157,31,25,6,0.8115,5314.99,4564.77,138571.89,105,0,0,regular
C101510,30,3,3,0,0.9535,535.16,536.95,1795.59,83,0,0,new
C101511,74,2,2,0,0.7944,1330.04,1061.19,2463.96,119,0,0,new
C101512,316,25,23,2,0.9086,5247.77,4396.15,111364.48,36,0,0,regular
C101513,222,30,27,3,0.8891,4247.25,3534.82,128373.3,106,0,0,regular
C101514,914,36,31,5,0.8487,3982.88,3331.35,125989.32,4,2,2,regular
C101515,622,13,11,2,0.8227,2993.74,3021.01,35201.17,89,0,0,regular
C101516,30,2,1,1,0.7083,1980.1,1881.2,2211.26,34,0,0,new
C101517,1405,80,74,6,0.9237,18482.76,18496.62,1435415.59,115,0,0,high_value
C101518,23,3,3,0,0.8744,489.97,483.03,1576.83,68,1,1,new
C101519,10,3,3,0,0.963,3734.35,3472.72,10823.09,23,0,0,new
C101520,836,12,10,2,0.8476,5979.62,5467.49,67656.43,37,2,2,regular
C101521,151,31,28,3,0.8876,9247.7,8343.13,274774.84,105,1,1,regular
C101522,341,15,14,1,0.9542,5300.69,5011.74,64674.35,96,2,1,regular
C101523,1098,24,23,1,0.9403,3640.71,3452.99,86128.3,43,0,0,regular
C101524,452,11,10,1,0.8814,2383.56,2202.1,20937.12,31,1,1,regular
C101525,13,1,1,0,0.9508,2025.86,1798.45,2039.3,3,1,1,new
C101526,451,5,4,1,0.8695,910.27,857.55,3191.57,14,1,1,regular
C101527,1122,41,36,5,0.881,5299.21,4332.66,198053.73,3,0,0,regular
C101528,77,3,2,1,0.7407,2337.1,2132.29,4613.01,39,0,0,new
C101529,595,12,11,1,0.8852,3949.29,3572.66,44134.0,22,1,1,regular
C101530,840,28,27,1,0.959,4257.4,3867.09,120086.22,2,0,0,regular
C101531,26,4,4,0,0.8999,1566.29,1413.73,5795.93,93,2,1,new
C101532,1136,42,41,1,0.9694,10334.0,9921.29,400753.71,105,0,0,regular
C101533,468,44,36,8,0.8195,3675.64,3535.22,131611.14,107,0,0,regular
C101534,89,3,2,1,0.5558,1756.73,1509.2,3583.35,100,0,0,new
C101535,762,21,17,4,0.7937,6239.34,5391.92,119549.43,15,0,0,regular
C101536,793,19,17,2,0.8844,4809.2,3770.21,78124.06,19,1,1,regular
C101537,460,18,15,3,0.8473,3629.43,2929.65,55939.68,101,2,2,regular
C101538,1009,46,45,1,0.9869,3406.4,2871.46,172719.57,1,0,0,regular
C101539,910,11,10,1,0.9346,4484.8,4322.32,47778.74,90,0,0,regular
C101540,989,43,42,1,0.9709,10090.22,9802.59,401965.31,15,1,1,regular
C101541,973,46,41,5,0.8842,5964.38,5007.24,238282.29,6,1,0,regular
C101542,239,42,36,6,0.8488,4408.05,4358.42,176722.56,93,1,0,regular
C101543,56,4,3,1,0.7566,3554.64,3093.13,10464.57,87,2,2,new
C101544,1019,43,40,3,0.9259,4574.95,4444.72,169385.48,10,0,0,regular
C101545,336,6,6,0,0.995,5725.95,5107.81,34593.49,4,2,2,regular
C101546,1179,41,38,3,0.9347,4927.12,4685.81,169593.24,106,1,1,regular
C101547,660,27,24,3,0.8875,6410.55,5548.43,157640.17,31,0,0,regular
C101548,426,48,43,5,0.8987,3447.3,2747.31,170090.99,116,2,2,regular
C101549,314,8,7,1,0.9081,2271.57,1910.33,18139.6,63,0,0,regular
C101550,53,1,1,0,0.995,4981.14,4718.64,5151.19,117,0,0,new
C101551,102,30,30,0,0.984,11100.99,11104.43,371622.5,109,0,0,regular
C101552,847,9,8,1,0.9256,2337.19,2175.43,20465.28,73,1,1,regular
C101553,866,27,25,2,0.9166,5011.08,4833.44,142214.67,12,1,1,regular
C101554,821,6,6,0,0.928,3437.54,2692.93,22933.78,107,1,1,regular
C101555,685,8,8,0,0.9397,7645.4,7358.05,68499.74,41,1,1,regular
C101556,1540,81,80,1,0.9877,19429.67,19051.36,1428258.59,30,0,0,high_value
C101557,885,41,35,6,0.8594,33134.03,29126.01,1040713.18,69,1,1,regular
C101558,1053,9,9,0,0.9719,3755.48,3374.43,29175.32,42,0,0,regular
C101559,159,16,15,1,0.9113,11318.66,8970.83,177894.0,88,2,1,regular
C101560,1272,61,58,3,0.9476,15975.08,13130.12,1047054.81,31,1,0,high_value
C101561,1194,29,29,0,0.995,6198.06,4918.5,206373.58,109,0,0,regular
C101562,1042,5,5,0,0.9412,4601.25,4396.62,25438.06,11,0,0,regular
C101563,693,67,67,0,0.995,15967.53,15519.92,1176061.57,56,0,0,high_value
C101564,268,27,27,0,0.995,4527.64,3649.64,122938.72,115,0,0,regular
C101565,590,48,44,4,0.9224,8882.27,8892.78,385187.19,100,1,1,regular
C101566,15,2,1,1,0.6557,2912.51,2858.59,3035.11,98,0,0,new
C101567,14,1,1,0,0.722,4550.04,4178.34,3898.53,74,0,0,new
C101568,651,8,8,0,0.995,3799.11,3855.29,33076.45,68,0,0,regular
C101569,337,46,38,8,0.8323,1597.37,1584.26,63567.98,24,1,0,regular
C101570,162,42,36,6,0.8649,7534.0,6279.09,244376.87,35,0,0,regular
C101571,900,20,20,0,0.9764,8515.0,8591.36,177232.7,69,0,0,regular
C101572,985,25,22,3,0.8937,3075.74,2726.06,69685.56,36,0,0,regular
C101573,1062,43,39,4,0.9034,8349.13,6822.64,353749.13,37,1,1,regular
C101574,18,4,3,1,0.83,5555.07,4599.72,18352.45,81,1,1,new
C101575,988,15,13,2,0.867,4565.14,4310.44,54956.74,84,0,0,regular
C101576,956,15,12,3,0.8219,4171.69,4242.67,54783.19,59,2,2,regular
C101577,985,36,30,6,0.8267,4743.27,4206.64,128726.93,34,1,1,regular
C101578,342,78,73,5,0.9395,13925.81,12777.66,984321.94,21,1,0,high_value
C101579,587,8,7,1,0.9255,4296.72,3661.05,30010.7,31,0,0,regular
C101580,924,12,10,2,0.8684,3565.89,3504.95,38920.95,39,0,0,regular
C101581,994,49,41,8,0.8405,4215.86,3404.89,193648.38,113,1,1,regular
C101582,192,44,39,5,0.8938,10196.15,9377.8,340056.21,38,1,1,regular
C101583,847,47,46,1,0.977,3179.89,2927.7,156685.73,109,0,0,regular
C101584,446,17,15,2,0.8599,17414.12,13587.78,290795.7,64,0,0,regular
C101585,1783,56,54,2,0.9639,11109.8,11173.52,681694.7,54,1,1,high_value
C101586,254,27,23,4,0.8386,5197.16,5269.1,111211.16,32,0,0,regular
C101587,190,28,25,3,0.888,6339.51,5656.07,142938.19,91,0,0,regular
C101588,1083,6,6,0,0.9303,3777.35,3604.18,22656.95,101,0,0,regular
C101589,47,4,3,1,0.6983,3257.13,3204.01,10946.9,117,0,0,new
C101590,7,4,2,2,0.623,1754.32,1417.51,3314.56,98,1,1,new
C101591,88,4,3,1,0.7585,4402.39,3523.27,13227.22,10,0,0,new
C101592,1322,89,86,3,0.971,22504.45,21276.48,2223109.63,105,0,0,high_value
C101593,652,35,33,2,0.9518,2446.8,2237.06,79679.46,72,3,3,regular
C101594,750,45,39,6,0.8753,3205.24,3022.72,129813.97,61,2,2,regular
C101595,1094,36,36,0,0.995,6306.74,5785.05,260799.24,30,1,1,regular
C101596,79,2,2,0,0.7966,4032.49,3848.35,7743.82,60,1,1,new
C101597,47,3,2,1,0.7053,968.42,791.37,1804.9,96,0,0,new
C101598,711,28,26,2,0.9431,4169.36,3467.86,101337.78,70,0,0,regular
C101599,511,11,10,1,0.9308,3869.83,3238.61,40056.78,12,0,0,regular
C101600,535,99,93,6,0.9366,13181.05,11598.86,1101796.62,90,1,1,high_value
C101601,86,4,3,1,0.7541,1790.68,1723.17,4831.39,94,0,0,new
C101602,971,15,14,1,0.957,2666.41,2611.85,34643.53,80,1,1,regular
C101603,749,10,9,1,0.9199,2575.74,2257.15,23466.32,24,0,0,regular
C101604,840,12,12,0,0.969,11157.97,10315.45,147720.75,35,0,0,regular
C101605,926,33,30,3,0.8971,2923.61,2487.54,88478.6,54,2,2,regular
C101606,946,66,61,5,0.9284,20030.55,17911.05,1325468.58,104,1,1,high_value
C101607,703,9,9,0,0.9539,10121.09,10179.98,103593.44,97,0,0,regular
C101608,761,34,32,2,0.9315,6229.78,5261.85,213706.62,11,1,1,regular
C101609,639,11,9,2,0.8608,2856.2,2767.96,26806.94,8,0,0,regular
C101610,446,8,8,0,0.9907,2446.51,1933.05,16684.36,5,0,0,regular
C101611,888,5,5,0,0.954,13818.53,11923.43,68023.33,111,0,0,regular
C101612,1061,36,33,3,0.9055,2409.4,2260.28,73977.54,103,0,0,regular
C101613,864,21,19,2,0.8819,3228.82,3119.81,61576.16,26,0,0,regular
C101614,940,17,16,1,0.9318,5627.02,5188.81,102215.93,109,1,1,regular
C101615,1006,33,31,2,0.9496,3946.19,3901.26,115742.36,60,1,1,regular
C101616,46,4,3,1,0.7258,2039.62,1992.68,5496.16,37,1,0,new
C101617,131,28,26,2,0.9325,1865.29,1731.36,53238.96,88,0,0,regular
C101618,775,28,23,5,0.8294,29518.55,25490.73,778847.61,8,0,0,high_value
C101619,13,2,2,0,0.9176,1708.6,1481.85,3704.32,14,0,0,new
C101620,989,33,30,3,0.9218,6771.49,6281.39,181107.09,30,1,0,regular
C101621,645,35,33,2,0.9517,3191.87,2992.6,106933.48,73,0,0,regular
C101622,947,14,13,1,0.9449,2437.69,2132.25,30788.63,100,1,1,regular
C101623,85,1,1,0,0.7592,2508.52,2195.97,2608.93,61,0,0,new
C101624,794,29,26,3,0.8903,2047.46,1683.89,55926.72,52,0,0,regular
C101625,834,7,6,1,0.8476,9724.42,7585.71,63721.78,70,1,1,regular
C101626,638,25,20,5,0.802,4945.72,4405.44,91201.65,1,1,1,regular
C101627,58,1,1,0,0.8663,2055.13,2012.8,2341.62,79,2,2,new
C101628,43,2,2,0,0.7709,1327.04,1279.22,2426.9,96,3,3,new
C101629,656,34,33,1,0.9801,3077.89,3134.97,90116.14,50,1,1,regular
C101630,748,49,42,7,0.8665,1762.83,1658.22,81343.5,77,1,1,regular
C101631,964,30,29,1,0.9582,6055.37,5063.13,173669.52,35,1,1,regular
C101632,343,25,20,5,0.8198,2779.77,2620.11,55432.52,112,1,1,regular
C101633,402,16,14,2,0.8578,5719.49,5598.44,75718.61,22,2,2,regular
C101634,523,27,24,3,0.8906,18261.38,17053.2,378634.73,16,0,0,high_value
C101635,290,41,39,2,0.9498,8033.95,7195.31,284523.24,112,0,0,regular
C101636,441,19,19,0,0.995,5234.05,4859.52,107252.63,60,0,0,regular
C101637,1077,44,42,2,0.9488,12715.52,9996.85,489897.62,48,2,2,high_value
C101638,418,5,4,1,0.8581,10337.14,8720.69,47459.89,97,3,2,regular
C101639,527,33,28,5,0.855,5254.09,4297.09,159746.9,33,0,0,regular
C101640,635,34,30,4,0.8687,5447.7,4789.72,180522.1,35,1,1,regular
C101641,8,3,2,1,0.6518,2021.76,2010.29,4496.32,6,2,1,new
C101642,405,6,6,0,0.9554,2488.06,2052.92,15908.71,62,0,0,regular
C101643,1023,34,33,1,0.9768,9711.61,7740.51,317231.79,90,1,1,regular
C101644,73,3,2,1,0.7326,1885.75,1822.51,4243.34,118,3,3,new
C101645,881,23,21,2,0.9099,6794.92,6715.39,139548.02,63,0,0,regular
C101646,190,16,15,1,0.952,3157.09,2865.17,41614.23,8,0,0,regular
C101647,258,37,33,4,0.8797,11922.53,10377.09,404827.11,22,1,1,regular
C101648,887,58,58,0,0.995,21976.52,19412.49,1123809.66,33,1,1,high_value
C101649,477,7,6,1,0.8695,2781.45,2609.44,17466.68,107,1,1,regular
C101650,625,9,8,1,0.8832,3189.53,3124.14,29324.72,69,0,0,regular
C101651,240,29,26,3,0.9129,11551.24,9535.15,316118.29,112,1,0,regular
C101652,599,32,28,4,0.8607,2310.47,2302.48,59075.44,101,0,0,regular
C101653,41,1,1,0,0.9729,803.0,753.03,715.76,105,0,0,new
C101654,1665,21,21,0,0.995,23950.71,22925.38,481295.16,33,1,0,high_value
C101655,342,35,31,4,0.8992,7914.53,6338.42,219276.87,67,0,0,regular
C101656,452,25,22,3,0.8604,2898.65,2899.81,65103.53,7,0,0,regular
C101657,658,10,9,1,0.9163,2351.87,2132.59,22964.48,44,1,1,regular
C101658,650,32,28,4,0.8797,1649.48,1429.94,48376.5,37,2,2,regular
C101659,25,4,3,1,0.7686,695.63,609.19,2160.25,19,0,0,new
C101660,12,4,4,0,0.8895,1398.4,1189.1,5485.56,7,0,0,new
C101661,824,37,31,6,0.8348,11193.76,9168.96,312936.98,45,0,0,regular
C101662,1067,15,15,0,0.995,1444.39,1138.64,22561.39,8,0,0,regular
C101663,400,7,6,1,0.9056,2031.65,1713.61,11894.96,73,1,1,regular
C101664,1712,96,93,3,0.9733,30491.04,27417.14,2670172.98,33,0,0,high_value
C101665,439,15,13,2,0.8648,23967.04,22529.56,326460.2,27,0,0,regular
C101666,441,28,27,1,0.9785,7656.99,7320.11,199205.33,13,0,0,regular
C101667,804,42,38,4,0.9025,5628.02,5194.35,192584.94,55,0,0,regular
C101668,44,4,3,1,0.8072,3113.8,2515.5,9295.19,20,0,0,new
C101669,686,41,36,5,0.8755,1261.23,1114.39,42532.63,68,1,1,regular
C101670,323,20,18,2,0.8939,4606.13,4330.58,88717.86,118,0,0,regular
C101671,169,43,40,3,0.9351,4239.54,4063.02,146539.01,87,1,1,regular
C101672,1096,5,5,0,0.9204,3832.02,3287.42,21188.27,13,1,1,regular
C101673,51,3,2,1,0.7217,1540.21,1544.57,3044.71,10,0,0,new
C101674,1070,13,11,2,0.8673,2872.16,2788.56,27005.83,105,0,0,regular
C101675,1658,28,25,3,0.9045,27793.33,27360.18,618407.66,104,2,1,high_value
C101676,1068,45,40,5,0.8823,10358.24,9736.44,469697.23,43,0,0,regular
C101677,599,39,37,2,0.9376,2643.65,2324.57,98900.98,54,0,0,regular
C101678,146,49,47,2,0.9497,3812.89,3828.91,193643.52,45,0,0,regular
C101679,286,11,11,0,0.9578,4395.72,4379.66,53905.4,69,0,0,regular
C101680,370,38,35,3,0.9099,6874.68,6729.17,227642.81,25,1,1,regular
C101681,489,37,35,2,0.933,2699.26,2682.72,95803.98,112,0,0,regular
C101682,1130,25,22,3,0.8999,8092.34,8092.23,186060.25,48,1,1,regular
C101683,439,9,7,2,0.8055,3178.08,3048.18,24526.3,20,1,1,regular
C101684,38,3,2,1,0.7202,1970.61,1631.82,3846.73,36,1,1,new
C101685,368,46,41,5,0.8875,12060.51,10966.04,561495.89,106,0,0,regular
C101686,793,18,15,3,0.8477,2515.67,2334.14,38947.77,34,0,0,regular
C101687,706,33,29,4,0.876,6935.27,6696.77,223681.16,96,1,1,regular
C101688,231,47,43,4,0.9181,8222.25,7390.45,309364.78,91,0,0,regular
C101689,586,27,23,4,0.842,5419.57,4894.35,123279.25,119,0,0,regular
C101690,180,14,12,2,0.8674,4193.6,4273.01,45479.6,18,0,0,regular
C101691,1764,60,59,1,0.9781,18542.8,16475.82,1229208.65,47,2,2,high_value
C101692,862,15,12,3,0.8138,4462.77,3620.21,49295.58,100,0,0,regular
C101693,1133,13,12,1,0.899,5086.16,4833.5,64933.67,15,1,1,regular
C101694,1058,41,34,7,0.84,3677.24,3188.2,108630.21,4,0,0,regular
C101695,310,20,17,3,0.8649,4926.98,4136.94,76241.63,1,0,0,regular
C101696,81,1,1,0,0.7084,1734.92,1614.92,1641.16,9,2,0,new
